gene_symbol	historical_mechanisms	exact_condition_hpo_route	exact_route_with_inheritance	exact_route_with_penetrance	exact_route_with_both	exact_condition_count	exact_sources	exact_mechanisms	included_hpo_condition_with_inheritance_and_penetrance	unlinked_same_condition_hpo_candidate	unlinked_cross_condition_gene_wide_candidate	hpo_conditions_with_both
AAAS	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AAGAB	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
AARS1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
AARS2	LOF	0	0	0	0	0			0	0	0	
AASS	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ABAT	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ABCA1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ABCA12	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ABCA2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ABCA3	LOF	0	0	0	0	0			0	0	0	
ABCA4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ABCA5	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
ABCB11	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ABCB4	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
ABCB6	GOF	1	0	0	0	1	Orphadata	GOF	0	0	0	
ABCB7	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
ABCC6	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
ABCC8	GOF	1	1	0	0	4	GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
ABCC9	GOF;LOF	1	1	0	0	4	G2P_DDG2P;GoFCards_exact+ClinVar_VCV	GOF;LOF	0	0	0	
ABCD1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ABCD4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ABCG5	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ABCG8	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ABHD12	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ABHD16A	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ABHD5	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ABL1	GOF	1	1	0	0	1	G2P_DDG2P;GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
ACAD8	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
ACAD9	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ACADM	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ACADSB	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
ACADVL	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ACAN	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ACAT1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ACBD5	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ACBD6	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ACD	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ACO2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ACOX1	GOF;LOF	1	1	0	0	2	G2P_DDG2P;GoFCards_exact+ClinVar_VCV	GOF;LOF	0	0	0	
ACP4	LOF	0	0	0	0	0			0	0	0	
ACP5	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ACSL4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ACTB	GOF;LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	GOF	0	0	0	
ACTC1	LOF	0	0	0	0	0			0	0	0	
ACTG1	GOF	1	1	0	0	2	G2P_DDG2P;Orphadata	GOF	0	0	0	
ACTL6A	LOF	0	0	0	0	0			0	0	0	
ACTL6B	GOF;LOF	1	1	0	0	2	G2P_DDG2P;GoFCards_exact+ClinVar_VCV	GOF;LOF	0	0	0	
ACTN4		0	0	0	0	0			1	0	0	OMIM:603278
ACTR2	GOF	0	0	0	0	0			0	0	0	
ACVR1	GOF	1	1	0	0	2	G2P_DDG2P;GoFCards_exact+ClinVar_VCV;Orphadata	GOF	0	0	0	
ACVRL1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ACY1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ADA	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ADA2	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
ADAM10	LOF	0	0	0	0	0			0	0	0	
ADAM12	GOF	0	0	0	0	0			0	0	0	
ADAM17	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
ADAM9	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ADAMTS10	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ADAMTS13	GOF;LOF	0	0	0	0	0			0	0	0	
ADAMTS17	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ADAMTS18	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ADAMTS19	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ADAMTS2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ADAMTS3	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
ADAMTSL1	DOMINANT_NEGATIVE	0	0	0	0	0			0	0	0	
ADAMTSL2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ADAMTSL4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ADAR	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
ADCY1	LOF	0	0	0	0	0			0	0	0	
ADCY5	GOF	1	1	0	0	1	GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
ADD1	GOF	0	0	0	0	0			0	0	0	
ADD3	LOF	0	0	0	0	0			0	0	0	
ADGRE2	GOF	0	0	0	0	0			0	0	0	
ADGRG1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ADGRG6	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ADGRV1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ADIPOR1	LOF	0	0	0	0	0			0	0	0	
ADK	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ADNP	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ADPRS	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ADRA2B	GOF	1	0	0	0	1	Orphadata	GOF	0	0	0	
ADRB1	GOF	0	0	0	0	0			0	0	0	
AEBP1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
AFF4	GOF	1	1	0	0	2	G2P_DDG2P;Orphadata	GOF	0	0	0	
AFG2A	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AFG2B	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AFG3L2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AGA	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AGBL5	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AGER	GOF	0	0	0	0	0			0	0	0	
AGK	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
AGL	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AGO2	LOF	0	0	0	0	0			0	0	0	
AGPAT2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AGPAT3	LOF	0	0	0	0	0			0	0	0	
AGPS	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AGR2	LOF	0	0	0	0	0			0	0	0	
AGT	GOF	0	0	0	0	0			0	0	0	
AGTPBP1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AGTR1	GOF	0	0	0	0	0			0	0	0	
AGXT	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AHDC1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AHI1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AHR	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AIMP1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AIP	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
AIPL1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AIRE	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
AK2	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
AKAP3	LOF	0	0	0	0	0			0	0	0	
AKAP4	LOF	0	0	0	0	0			0	0	0	
AKR1C2	LOF	0	0	0	0	0			0	0	0	
AKR1D1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AKT1	GOF	1	1	0	0	1	G2P_DDG2P;GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
AKT2	GOF	1	0	0	0	1	Orphadata	GOF	0	0	0	
AKT3	GOF	0	0	0	0	0			0	0	0	
ALAS2	GOF	0	0	0	0	0			0	0	0	
ALDH18A1	DOMINANT_NEGATIVE;GOF;LOF	1	1	0	0	6	G2P_DDG2P;Orphadata	DOMINANT_NEGATIVE;GOF;LOF	0	0	0	
ALDH1A3	LOF	0	0	0	0	0			0	0	0	
ALDH3A2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ALDH4A1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ALDH5A1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ALDH7A1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ALG1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ALG11	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ALG12	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ALG2	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ALG3	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ALG6	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ALG8	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ALG9	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
ALK	GOF	0	0	0	0	0			0	0	0	
ALKBH8	LOF	0	0	0	0	0			0	0	0	
ALMS1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ALOX12B	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ALOXE3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ALPI	LOF	0	0	0	0	0			0	0	0	
ALPK1	GOF;LOF	1	1	0	0	1	GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
ALPK2	GOF	0	0	0	0	0			0	0	0	
ALPK3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ALPL	LOF	0	0	0	0	0			0	0	0	
ALS2	LOF	0	0	0	0	0			0	0	0	
ALX1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ALX3	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ALX4	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
AMACR	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AMER1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AMFR	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AMPD2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AMT	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ANAPC1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ANGPT2	LOF	0	0	0	0	0			0	0	0	
ANGPTL6	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
ANK2	GOF;LOF	0	0	0	0	0			0	0	0	
ANKH	GOF;LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	GOF;LOF	0	0	0	
ANKRD1	GOF	0	0	0	0	0			0	0	0	
ANKRD17	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ANKRD26	GOF	0	0	0	0	0			0	0	0	
ANKZF1	LOF	0	0	0	0	0			0	0	0	
ANO1	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ANO3		0	0	0	0	0			1	0	0	OMIM:615034
ANO5	GOF	1	1	0	0	1	G2P_DDG2P	GOF	0	0	0	
ANOS1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
ANTXR1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ANTXR2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AP1B1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
AP1G1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AP1S1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
AP1S2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AP3B1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AP3B2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AP4B1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AP4E1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AP4M1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AP4S1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AP5Z1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
APC	LOF	0	0	0	0	0			0	0	0	
APC2	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
APOA1	GOF;LOF	0	0	0	0	0			0	0	0	
APOB	DOMINANT_NEGATIVE	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE	0	0	0	
APOBEC3C	GOF	0	0	0	0	0			0	0	0	
APOC2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
APOC3	LOF	0	0	0	0	0			0	0	0	
APOL1	GOF	0	0	0	0	0			0	0	0	
APPL1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
APRT	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
APTX	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AQP2	GOF	0	0	0	0	0			0	0	0	
AQP4	GOF	0	0	0	0	0			0	0	0	
AQP5	GOF	1	1	0	0	2	G2P_DDG2P;Orphadata	GOF	0	0	0	
AR	DOMINANT_NEGATIVE;GOF;LOF	1	1	0	0	2	G2P_DDG2P	DOMINANT_NEGATIVE;LOF	0	0	0	
ARAF	GOF	0	0	0	0	0			0	0	0	
ARCN1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ARF3	DOMINANT_NEGATIVE;GOF	0	0	0	0	0			0	0	0	
ARFGEF1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ARFGEF2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ARG1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ARHGAP24	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
ARHGAP31	GOF;LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	GOF;LOF	0	0	0	
ARHGAP35	LOF	0	0	0	0	0			0	0	0	
ARHGDIA	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
ARHGEF18	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ARHGEF26	GOF	0	0	0	0	0			0	0	0	
ARHGEF6	LOF	0	0	0	0	0			0	0	0	
ARHGEF9	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ARID1A	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ARID1B	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ARID2	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ARL2BP	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ARL6	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ARMC12	LOF	0	0	0	0	0			0	0	0	
ARMC9	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ARNT2	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ARPC1B	LOF	0	0	0	0	0			0	0	0	
ARSA	LOF	1	1	0	0	4	G2P_DDG2P;Orphadata	LOF	0	0	0	
ARSB	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ARSL	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ARX	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ASAH1	LOF	1	1	0	0	2	G2P_DDG2P	LOF	0	0	0	
ASCC1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ASIC2	GOF	0	0	0	0	0			0	0	0	
ASL	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ASNS	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ASPA	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
ASPH	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ASPM	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ASRGL1	LOF	0	0	0	0	0			0	0	0	
ASS1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ASXL1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ASXL2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ASXL3	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ATAD3A	DOMINANT_NEGATIVE;LOF	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE;LOF	0	0	0	
ATF6	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ATG12	LOF	0	0	0	0	0			0	0	0	
ATG7	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ATIC	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ATL1	GOF	0	0	0	0	0			1	1	1	OMIM:182600
ATM	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ATN1	GOF	0	0	0	0	0			0	0	0	
ATOH7	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ATP13A2	GOF;LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ATP1A2	GOF;LOF	1	1	1	1	2	G2P_DDG2P	GOF;LOF	1	0	0	OMIM:602481
ATP1A3	GOF	1	0	0	0	1	Orphadata	GOF	1	0	0	OMIM:128235
ATP2A1	LOF	0	0	0	0	0			0	0	0	
ATP2A2	GOF;LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ATP2B2	GOF	0	0	0	0	0			0	0	0	
ATP2C1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ATP6V0A2	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
ATP6V0C	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ATP6V1B1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ATP6V1B2	DOMINANT_NEGATIVE	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE	0	0	0	
ATP7A	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
ATP7B	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
ATP8A2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ATP8B1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ATR	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ATRX	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ATXN10		0	0	0	0	0			1	0	0	OMIM:603516
ATXN7	DOMINANT_NEGATIVE	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE	0	0	0	
ATXN7L3	LOF	0	0	0	0	0			0	0	0	
AUH	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
AURKB	GOF	0	0	0	0	0			0	0	0	
AURKC	LOF	0	0	0	0	0			0	0	0	
AUTS2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
AVP	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
AVPR2	GOF	1	1	0	0	1	GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
B2M	LOF	0	0	0	0	0			0	0	0	
B3GALNT2	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
B3GALT6	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
B3GAT3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
B3GLCT	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
B4GALT1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
B4GALT7	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
B4GAT1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
B9D1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BAG5	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
BANF1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BAP1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BARD1	LOF	0	0	0	0	0			0	0	0	
BBIP1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BBS1	LOF	0	0	0	0	0			0	0	0	
BBS10	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BBS12	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BBS2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BBS4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BBS5	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BBS7	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BBS9	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BCAP31	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
BCAS3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BCAT1	GOF	0	0	0	0	0			0	0	0	
BCKDHA	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BCKDHB	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BCKDK	GOF;LOF	0	0	0	0	0			0	0	0	
BCL11A	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BCL11B	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BCL2	GOF	0	0	0	0	0			0	0	0	
BCO1	LOF	0	0	0	0	0			0	0	0	
BCOR	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BCORL1	GOF	0	0	0	0	0			0	0	0	
BCS1L	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BEST1	GOF;LOF	1	1	0	0	2	G2P_DDG2P	LOF	0	0	0	
BFSP1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BGN	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BHLHA9	DOMINANT_NEGATIVE	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE	0	0	0	
BICRA	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BIN1	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
BLM	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BLOC1S3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BLOC1S6	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BLTP1	LOF	0	0	0	0	0			0	0	0	
BMP2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BMP4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BMPER	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
BMPR1A	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
BMPR1B	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
BMPR2	LOF	0	0	0	0	0			1	1	1	OMIM:178600
BNC2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BOLA3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BORCS8	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BPGM	LOF	0	0	0	0	0			0	0	0	
BPNT2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BPTF	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BRAF	GOF	1	1	0	0	6	G2P_DDG2P;GoFCards_exact+ClinVar_VCV;Orphadata	GOF	0	0	0	
BRAP	GOF	0	0	0	0	0			0	0	0	
BRAT1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BRCA1	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
BRCA2	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	1	0	0	OMIM:155255
BRD4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BRF1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
BRIP1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BRPF1	LOF	0	0	0	0	0			0	0	0	
BRSK2	LOF	0	0	0	0	0			0	0	0	
BRWD3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BSCL2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BSND	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BTD	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
BTK	GOF	0	0	0	0	0			0	0	0	
BUB1B	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
C19orf12	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
C1R	GOF;LOF	1	0	0	0	1	Orphadata	GOF	0	0	0	
C1S	GOF	1	0	0	0	1	Orphadata	GOF	0	0	0	
C2	GOF	0	0	0	0	0			0	0	0	
C2CD3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
C3	GOF;LOF	0	0	0	0	0			0	0	0	
CA2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CA4	GOF	0	0	0	0	0			0	0	0	
CA5A	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
